intervencion,radio_establecido_km,ubigeo_intervencion,distrito_intervencion_completo,ranking,nombre_cultivo,total_freq_año_previo,total_freq_año_post,num_distritos_capturados,distritos_vecinos
Intervención 2024,15,080902,"ECHARATE (LA CONVENCION, CUSCO)",5,achiote,6,16,3,"ECHARATE (LA CONVENCION, CUSCO) || QUELLOUNO (LA CONVENCION, CUSCO) || MEGANTONI (LA CONVENCION, CUSCO)"
Intervención 2024,15,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",1,papa blanca,29,29,8,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA) || HUACHOCOLPA (HUANCAVELICA, HUANCAVELICA) || NUEVO OCCORO (HUANCAVELICA, HUANCAVELICA) || PALCA (HUANCAVELICA, HUANCAVELICA) || YAULI (HUANCAVELICA, HUANCAVELICA) || ASCENSION (HUANCAVELICA, HUANCAVELICA) || HUANDO (HUANCAVELICA, HUANCAVELICA) || SANTA ANA (CASTROVIRREYNA, HUANCAVELICA)"
Intervención 2024,15,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",2,cebada grano,8,27,8,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA) || HUACHOCOLPA (HUANCAVELICA, HUANCAVELICA) || NUEVO OCCORO (HUANCAVELICA, HUANCAVELICA) || PALCA (HUANCAVELICA, HUANCAVELICA) || YAULI (HUANCAVELICA, HUANCAVELICA) || ASCENSION (HUANCAVELICA, HUANCAVELICA) || HUANDO (HUANCAVELICA, HUANCAVELICA) || SANTA ANA (CASTROVIRREYNA, HUANCAVELICA)"
Intervención 2024,15,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",3,rye grass,8,12,8,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA) || HUACHOCOLPA (HUANCAVELICA, HUANCAVELICA) || NUEVO OCCORO (HUANCAVELICA, HUANCAVELICA) || PALCA (HUANCAVELICA, HUANCAVELICA) || YAULI (HUANCAVELICA, HUANCAVELICA) || ASCENSION (HUANCAVELICA, HUANCAVELICA) || HUANDO (HUANCAVELICA, HUANCAVELICA) || SANTA ANA (CASTROVIRREYNA, HUANCAVELICA)"
Intervención 2024,15,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",4,alfalfa,6,21,8,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA) || HUACHOCOLPA (HUANCAVELICA, HUANCAVELICA) || NUEVO OCCORO (HUANCAVELICA, HUANCAVELICA) || PALCA (HUANCAVELICA, HUANCAVELICA) || YAULI (HUANCAVELICA, HUANCAVELICA) || ASCENSION (HUANCAVELICA, HUANCAVELICA) || HUANDO (HUANCAVELICA, HUANCAVELICA) || SANTA ANA (CASTROVIRREYNA, HUANCAVELICA)"
Intervención 2024,15,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",5,papa color,6,28,8,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA) || HUACHOCOLPA (HUANCAVELICA, HUANCAVELICA) || NUEVO OCCORO (HUANCAVELICA, HUANCAVELICA) || PALCA (HUANCAVELICA, HUANCAVELICA) || YAULI (HUANCAVELICA, HUANCAVELICA) || ASCENSION (HUANCAVELICA, HUANCAVELICA) || HUANDO (HUANCAVELICA, HUANCAVELICA) || SANTA ANA (CASTROVIRREYNA, HUANCAVELICA)"
Intervención 2024,15,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",1,maiz amilaceo,147,331,32,"HUANCAYO (HUANCAYO, JUNIN) || CHILCA (HUANCAYO, JUNIN) || EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || HUANCAN (HUANCAYO, JUNIN) || HUAYUCACHI (HUANCAYO, JUNIN) || INGENIO (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || QUICHUAY (HUANCAYO, JUNIN) || QUILCAS (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SAPALLANGA (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || CONCEPCION (CONCEPCION, JUNIN) || ACO (CONCEPCION, JUNIN) || CHAMBARA (CONCEPCION, JUNIN) || HEROINAS TOLEDO (CONCEPCION, JUNIN) || MANZANARES (CONCEPCION, JUNIN) || MATAHUASI (CONCEPCION, JUNIN) || MITO (CONCEPCION, JUNIN) || NUEVE DE JULIO (CONCEPCION, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN) || SANTA ROSA DE OCOPA (CONCEPCION, JUNIN) || CHUPACA (CHUPACA, JUNIN) || AHUAC (CHUPACA, JUNIN) || CHONGOS BAJO (CHUPACA, JUNIN) || HUACHAC (CHUPACA, JUNIN) || HUAMANCACA CHICO (CHUPACA, JUNIN) || SAN JUAN DE ISCOS (CHUPACA, JUNIN) || TRES DE DICIEMBRE (CHUPACA, JUNIN)"
Intervención 2024,15,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",2,cebada grano,93,58,32,"HUANCAYO (HUANCAYO, JUNIN) || CHILCA (HUANCAYO, JUNIN) || EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || HUANCAN (HUANCAYO, JUNIN) || HUAYUCACHI (HUANCAYO, JUNIN) || INGENIO (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || QUICHUAY (HUANCAYO, JUNIN) || QUILCAS (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SAPALLANGA (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || CONCEPCION (CONCEPCION, JUNIN) || ACO (CONCEPCION, JUNIN) || CHAMBARA (CONCEPCION, JUNIN) || HEROINAS TOLEDO (CONCEPCION, JUNIN) || MANZANARES (CONCEPCION, JUNIN) || MATAHUASI (CONCEPCION, JUNIN) || MITO (CONCEPCION, JUNIN) || NUEVE DE JULIO (CONCEPCION, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN) || SANTA ROSA DE OCOPA (CONCEPCION, JUNIN) || CHUPACA (CHUPACA, JUNIN) || AHUAC (CHUPACA, JUNIN) || CHONGOS BAJO (CHUPACA, JUNIN) || HUACHAC (CHUPACA, JUNIN) || HUAMANCACA CHICO (CHUPACA, JUNIN) || SAN JUAN DE ISCOS (CHUPACA, JUNIN) || TRES DE DICIEMBRE (CHUPACA, JUNIN)"
Intervención 2024,15,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",3,papa blanca,89,149,32,"HUANCAYO (HUANCAYO, JUNIN) || CHILCA (HUANCAYO, JUNIN) || EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || HUANCAN (HUANCAYO, JUNIN) || HUAYUCACHI (HUANCAYO, JUNIN) || INGENIO (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || QUICHUAY (HUANCAYO, JUNIN) || QUILCAS (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SAPALLANGA (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || CONCEPCION (CONCEPCION, JUNIN) || ACO (CONCEPCION, JUNIN) || CHAMBARA (CONCEPCION, JUNIN) || HEROINAS TOLEDO (CONCEPCION, JUNIN) || MANZANARES (CONCEPCION, JUNIN) || MATAHUASI (CONCEPCION, JUNIN) || MITO (CONCEPCION, JUNIN) || NUEVE DE JULIO (CONCEPCION, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN) || SANTA ROSA DE OCOPA (CONCEPCION, JUNIN) || CHUPACA (CHUPACA, JUNIN) || AHUAC (CHUPACA, JUNIN) || CHONGOS BAJO (CHUPACA, JUNIN) || HUACHAC (CHUPACA, JUNIN) || HUAMANCACA CHICO (CHUPACA, JUNIN) || SAN JUAN DE ISCOS (CHUPACA, JUNIN) || TRES DE DICIEMBRE (CHUPACA, JUNIN)"
Intervención 2024,15,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",4,alfalfa,82,122,32,"HUANCAYO (HUANCAYO, JUNIN) || CHILCA (HUANCAYO, JUNIN) || EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || HUANCAN (HUANCAYO, JUNIN) || HUAYUCACHI (HUANCAYO, JUNIN) || INGENIO (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || QUICHUAY (HUANCAYO, JUNIN) || QUILCAS (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SAPALLANGA (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || CONCEPCION (CONCEPCION, JUNIN) || ACO (CONCEPCION, JUNIN) || CHAMBARA (CONCEPCION, JUNIN) || HEROINAS TOLEDO (CONCEPCION, JUNIN) || MANZANARES (CONCEPCION, JUNIN) || MATAHUASI (CONCEPCION, JUNIN) || MITO (CONCEPCION, JUNIN) || NUEVE DE JULIO (CONCEPCION, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN) || SANTA ROSA DE OCOPA (CONCEPCION, JUNIN) || CHUPACA (CHUPACA, JUNIN) || AHUAC (CHUPACA, JUNIN) || CHONGOS BAJO (CHUPACA, JUNIN) || HUACHAC (CHUPACA, JUNIN) || HUAMANCACA CHICO (CHUPACA, JUNIN) || SAN JUAN DE ISCOS (CHUPACA, JUNIN) || TRES DE DICIEMBRE (CHUPACA, JUNIN)"
Intervención 2024,15,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",5,maiz choclo,43,93,32,"HUANCAYO (HUANCAYO, JUNIN) || CHILCA (HUANCAYO, JUNIN) || EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || HUANCAN (HUANCAYO, JUNIN) || HUAYUCACHI (HUANCAYO, JUNIN) || INGENIO (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || QUICHUAY (HUANCAYO, JUNIN) || QUILCAS (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SAPALLANGA (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || CONCEPCION (CONCEPCION, JUNIN) || ACO (CONCEPCION, JUNIN) || CHAMBARA (CONCEPCION, JUNIN) || HEROINAS TOLEDO (CONCEPCION, JUNIN) || MANZANARES (CONCEPCION, JUNIN) || MATAHUASI (CONCEPCION, JUNIN) || MITO (CONCEPCION, JUNIN) || NUEVE DE JULIO (CONCEPCION, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN) || SANTA ROSA DE OCOPA (CONCEPCION, JUNIN) || CHUPACA (CHUPACA, JUNIN) || AHUAC (CHUPACA, JUNIN) || CHONGOS BAJO (CHUPACA, JUNIN) || HUACHAC (CHUPACA, JUNIN) || HUAMANCACA CHICO (CHUPACA, JUNIN) || SAN JUAN DE ISCOS (CHUPACA, JUNIN) || TRES DE DICIEMBRE (CHUPACA, JUNIN)"
Intervención 2024,15,130109,"SALAVERRY (TRUJILLO, LA LIBERTAD)",1,palto,31,36,4,"LAREDO (TRUJILLO, LA LIBERTAD) || MOCHE (TRUJILLO, LA LIBERTAD) || SALAVERRY (TRUJILLO, LA LIBERTAD) || VIRU (VIRU, LA LIBERTAD)"
Intervención 2024,15,130109,"SALAVERRY (TRUJILLO, LA LIBERTAD)",2,esparrago,25,6,4,"LAREDO (TRUJILLO, LA LIBERTAD) || MOCHE (TRUJILLO, LA LIBERTAD) || SALAVERRY (TRUJILLO, LA LIBERTAD) || VIRU (VIRU, LA LIBERTAD)"
Intervención 2024,15,130109,"SALAVERRY (TRUJILLO, LA LIBERTAD)",3,cebada grano,20,11,4,"LAREDO (TRUJILLO, LA LIBERTAD) || MOCHE (TRUJILLO, LA LIBERTAD) || SALAVERRY (TRUJILLO, LA LIBERTAD) || VIRU (VIRU, LA LIBERTAD)"
Intervención 2024,15,130109,"SALAVERRY (TRUJILLO, LA LIBERTAD)",4,pacae,13,9,4,"LAREDO (TRUJILLO, LA LIBERTAD) || MOCHE (TRUJILLO, LA LIBERTAD) || SALAVERRY (TRUJILLO, LA LIBERTAD) || VIRU (VIRU, LA LIBERTAD)"
Intervención 2024,15,130109,"SALAVERRY (TRUJILLO, LA LIBERTAD)",5,platano,13,12,4,"LAREDO (TRUJILLO, LA LIBERTAD) || MOCHE (TRUJILLO, LA LIBERTAD) || SALAVERRY (TRUJILLO, LA LIBERTAD) || VIRU (VIRU, LA LIBERTAD)"
Intervención 2024,15,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",1,arroz cascara,30,69,14,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || ETEN PUERTO (CHICLAYO, LAMBAYEQUE) || JOSE LEONARDO ORTIZ (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || LAGUNAS (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || PICSI (CHICLAYO, LAMBAYEQUE) || PIMENTEL (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SANTA ROSA (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE) || TUMAN (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,15,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",2,camote,24,63,14,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || ETEN PUERTO (CHICLAYO, LAMBAYEQUE) || JOSE LEONARDO ORTIZ (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || LAGUNAS (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || PICSI (CHICLAYO, LAMBAYEQUE) || PIMENTEL (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SANTA ROSA (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE) || TUMAN (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,15,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",3,alfalfa,18,29,14,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || ETEN PUERTO (CHICLAYO, LAMBAYEQUE) || JOSE LEONARDO ORTIZ (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || LAGUNAS (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || PICSI (CHICLAYO, LAMBAYEQUE) || PIMENTEL (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SANTA ROSA (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE) || TUMAN (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,15,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",4,platano,8,16,14,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || ETEN PUERTO (CHICLAYO, LAMBAYEQUE) || JOSE LEONARDO ORTIZ (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || LAGUNAS (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || PICSI (CHICLAYO, LAMBAYEQUE) || PIMENTEL (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SANTA ROSA (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE) || TUMAN (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,15,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",5,maiz chala,7,2,14,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || ETEN PUERTO (CHICLAYO, LAMBAYEQUE) || JOSE LEONARDO ORTIZ (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || LAGUNAS (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || PICSI (CHICLAYO, LAMBAYEQUE) || PIMENTEL (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SANTA ROSA (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE) || TUMAN (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,15,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",1,alfalfa,199,330,4,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA) || SAN ANTONIO (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,15,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",2,palto,170,235,4,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA) || SAN ANTONIO (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,15,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",3,pacae,90,154,4,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA) || SAN ANTONIO (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,15,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",4,manzano,86,124,4,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA) || SAN ANTONIO (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,15,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",5,guayabo,70,92,4,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA) || SAN ANTONIO (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,15,200603,"IGNACIO ESCUDERO (SULLANA, PIURA)",1,arroz cascara,152,155,8,"AMOTAPE (PAITA, PIURA) || LA HUACA (PAITA, PIURA) || TAMARINDO (PAITA, PIURA) || VICHAYAL (PAITA, PIURA) || IGNACIO ESCUDERO (SULLANA, PIURA) || MARCAVELICA (SULLANA, PIURA) || MIGUEL CHECA (SULLANA, PIURA) || LA BREA (TALARA, PIURA)"
Intervención 2024,15,200603,"IGNACIO ESCUDERO (SULLANA, PIURA)",2,platano,62,39,8,"AMOTAPE (PAITA, PIURA) || LA HUACA (PAITA, PIURA) || TAMARINDO (PAITA, PIURA) || VICHAYAL (PAITA, PIURA) || IGNACIO ESCUDERO (SULLANA, PIURA) || MARCAVELICA (SULLANA, PIURA) || MIGUEL CHECA (SULLANA, PIURA) || LA BREA (TALARA, PIURA)"
Intervención 2024,15,200603,"IGNACIO ESCUDERO (SULLANA, PIURA)",3,camote,8,10,8,"AMOTAPE (PAITA, PIURA) || LA HUACA (PAITA, PIURA) || TAMARINDO (PAITA, PIURA) || VICHAYAL (PAITA, PIURA) || IGNACIO ESCUDERO (SULLANA, PIURA) || MARCAVELICA (SULLANA, PIURA) || MIGUEL CHECA (SULLANA, PIURA) || LA BREA (TALARA, PIURA)"
Intervención 2024,15,200603,"IGNACIO ESCUDERO (SULLANA, PIURA)",4,maiz choclo,8,1,8,"AMOTAPE (PAITA, PIURA) || LA HUACA (PAITA, PIURA) || TAMARINDO (PAITA, PIURA) || VICHAYAL (PAITA, PIURA) || IGNACIO ESCUDERO (SULLANA, PIURA) || MARCAVELICA (SULLANA, PIURA) || MIGUEL CHECA (SULLANA, PIURA) || LA BREA (TALARA, PIURA)"
Intervención 2024,15,200603,"IGNACIO ESCUDERO (SULLANA, PIURA)",5,yuca,4,8,8,"AMOTAPE (PAITA, PIURA) || LA HUACA (PAITA, PIURA) || TAMARINDO (PAITA, PIURA) || VICHAYAL (PAITA, PIURA) || IGNACIO ESCUDERO (SULLANA, PIURA) || MARCAVELICA (SULLANA, PIURA) || MIGUEL CHECA (SULLANA, PIURA) || LA BREA (TALARA, PIURA)"
