intervencion,radio_establecido_km,ubigeo_intervencion,distrito_intervencion_completo,ranking,nombre_cultivo,total_freq_año_previo,total_freq_año_post,num_distritos_capturados,distritos_vecinos
Intervención 2019,5,100604,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO)",2,cacao,16,40,2,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO) || LA MORADA (MARAÑON, HUANUCO)"
Intervención 2019,5,100604,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO)",3,naranjo,11,10,2,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO) || LA MORADA (MARAÑON, HUANUCO)"
Intervención 2019,5,100604,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO)",4,yuca,9,7,2,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO) || LA MORADA (MARAÑON, HUANUCO)"
Intervención 2019,5,100604,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO)",5,limon rugoso,8,9,2,"JOSE CRESPO Y CASTILLO (LEONCIO PRADO, HUANUCO) || LA MORADA (MARAÑON, HUANUCO)"
Intervención 2019,5,101005,"RONDOS (LAURICOCHA, HUANUCO)",1,papa nativa,42,32,5,"LA UNION (DOS DE MAYO, HUANUCO) || JIVIA (LAURICOCHA, HUANUCO) || RONDOS (LAURICOCHA, HUANUCO) || SAN FRANCISCO DE ASIS (LAURICOCHA, HUANUCO) || OBAS (YAROWILCA, HUANUCO)"
Intervención 2019,5,101005,"RONDOS (LAURICOCHA, HUANUCO)",2,trebol,22,21,5,"LA UNION (DOS DE MAYO, HUANUCO) || JIVIA (LAURICOCHA, HUANUCO) || RONDOS (LAURICOCHA, HUANUCO) || SAN FRANCISCO DE ASIS (LAURICOCHA, HUANUCO) || OBAS (YAROWILCA, HUANUCO)"
Intervención 2019,5,101005,"RONDOS (LAURICOCHA, HUANUCO)",3,papa blanca,20,26,5,"LA UNION (DOS DE MAYO, HUANUCO) || JIVIA (LAURICOCHA, HUANUCO) || RONDOS (LAURICOCHA, HUANUCO) || SAN FRANCISCO DE ASIS (LAURICOCHA, HUANUCO) || OBAS (YAROWILCA, HUANUCO)"
Intervención 2019,5,101005,"RONDOS (LAURICOCHA, HUANUCO)",4,rye grass,20,15,5,"LA UNION (DOS DE MAYO, HUANUCO) || JIVIA (LAURICOCHA, HUANUCO) || RONDOS (LAURICOCHA, HUANUCO) || SAN FRANCISCO DE ASIS (LAURICOCHA, HUANUCO) || OBAS (YAROWILCA, HUANUCO)"
Intervención 2019,5,101005,"RONDOS (LAURICOCHA, HUANUCO)",5,pasto dactilys,18,25,5,"LA UNION (DOS DE MAYO, HUANUCO) || JIVIA (LAURICOCHA, HUANUCO) || RONDOS (LAURICOCHA, HUANUCO) || SAN FRANCISCO DE ASIS (LAURICOCHA, HUANUCO) || OBAS (YAROWILCA, HUANUCO)"
Intervención 2019,5,130601,"OTUZCO (OTUZCO, LA LIBERTAD)",1,papa blanca,60,13,1,"OTUZCO (OTUZCO, LA LIBERTAD)"
Intervención 2019,5,130601,"OTUZCO (OTUZCO, LA LIBERTAD)",2,trigo,57,24,1,"OTUZCO (OTUZCO, LA LIBERTAD)"
Intervención 2019,5,130601,"OTUZCO (OTUZCO, LA LIBERTAD)",3,cebada grano,37,31,1,"OTUZCO (OTUZCO, LA LIBERTAD)"
Intervención 2019,5,130601,"OTUZCO (OTUZCO, LA LIBERTAD)",4,cebolla china,16,10,1,"OTUZCO (OTUZCO, LA LIBERTAD)"
Intervención 2019,5,130601,"OTUZCO (OTUZCO, LA LIBERTAD)",5,arveja grano verde,15,13,1,"OTUZCO (OTUZCO, LA LIBERTAD)"
Intervención 2019,5,130905,"MARCABAL (SANCHEZ CARRION, LA LIBERTAD)",1,papa blanca,106,40,4,"CAJABAMBA (CAJABAMBA, CAJAMARCA) || SITACOCHA (CAJABAMBA, CAJAMARCA) || HUAMACHUCO (SANCHEZ CARRION, LA LIBERTAD) || MARCABAL (SANCHEZ CARRION, LA LIBERTAD)"
Intervención 2019,5,130905,"MARCABAL (SANCHEZ CARRION, LA LIBERTAD)",2,maiz amilaceo,85,122,4,"CAJABAMBA (CAJABAMBA, CAJAMARCA) || SITACOCHA (CAJABAMBA, CAJAMARCA) || HUAMACHUCO (SANCHEZ CARRION, LA LIBERTAD) || MARCABAL (SANCHEZ CARRION, LA LIBERTAD)"
Intervención 2019,5,130905,"MARCABAL (SANCHEZ CARRION, LA LIBERTAD)",3,rye grass,75,45,4,"CAJABAMBA (CAJABAMBA, CAJAMARCA) || SITACOCHA (CAJABAMBA, CAJAMARCA) || HUAMACHUCO (SANCHEZ CARRION, LA LIBERTAD) || MARCABAL (SANCHEZ CARRION, LA LIBERTAD)"
Intervención 2019,5,130905,"MARCABAL (SANCHEZ CARRION, LA LIBERTAD)",4,trigo,48,41,4,"CAJABAMBA (CAJABAMBA, CAJAMARCA) || SITACOCHA (CAJABAMBA, CAJAMARCA) || HUAMACHUCO (SANCHEZ CARRION, LA LIBERTAD) || MARCABAL (SANCHEZ CARRION, LA LIBERTAD)"
Intervención 2019,5,130905,"MARCABAL (SANCHEZ CARRION, LA LIBERTAD)",5,nuña grano seco,33,33,4,"CAJABAMBA (CAJABAMBA, CAJAMARCA) || SITACOCHA (CAJABAMBA, CAJAMARCA) || HUAMACHUCO (SANCHEZ CARRION, LA LIBERTAD) || MARCABAL (SANCHEZ CARRION, LA LIBERTAD)"
Intervención 2019,5,210110,"PAUCARCOLLA (PUNO, PUNO)",1,papa nativa,32,57,2,"ATUNCOLLA (PUNO, PUNO) || PAUCARCOLLA (PUNO, PUNO)"
Intervención 2019,5,210110,"PAUCARCOLLA (PUNO, PUNO)",2,alfalfa,27,23,2,"ATUNCOLLA (PUNO, PUNO) || PAUCARCOLLA (PUNO, PUNO)"
Intervención 2019,5,210110,"PAUCARCOLLA (PUNO, PUNO)",3,avena forrajera,24,43,2,"ATUNCOLLA (PUNO, PUNO) || PAUCARCOLLA (PUNO, PUNO)"
Intervención 2019,5,210110,"PAUCARCOLLA (PUNO, PUNO)",4,quinua,4,29,2,"ATUNCOLLA (PUNO, PUNO) || PAUCARCOLLA (PUNO, PUNO)"
Intervención 2019,5,210110,"PAUCARCOLLA (PUNO, PUNO)",5,cebada forrajera,3,1,2,"ATUNCOLLA (PUNO, PUNO) || PAUCARCOLLA (PUNO, PUNO)"
Intervención 2023,5,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",1,cebolla,17,9,1,"UCHUMAYO (AREQUIPA, AREQUIPA)"
Intervención 2023,5,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",2,papa blanca,13,5,1,"UCHUMAYO (AREQUIPA, AREQUIPA)"
Intervención 2023,5,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",3,alfalfa,5,2,1,"UCHUMAYO (AREQUIPA, AREQUIPA)"
Intervención 2023,5,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",4,arveja grano verde,5,1,1,"UCHUMAYO (AREQUIPA, AREQUIPA)"
Intervención 2023,5,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",5,fresa,3,4,1,"UCHUMAYO (AREQUIPA, AREQUIPA)"
Intervención 2023,5,200104,"CASTILLA (PIURA, PIURA)",1,overal,1,0,1,"CASTILLA (PIURA, PIURA)"
Intervención 2023,5,200104,"CASTILLA (PIURA, PIURA)",2,maiz amarillo duro,0,1,1,"CASTILLA (PIURA, PIURA)"
Intervención 2023,5,200104,"CASTILLA (PIURA, PIURA)",3,zapallo,0,1,1,"CASTILLA (PIURA, PIURA)"
Intervención 2023,5,200104,"CASTILLA (PIURA, PIURA)",4,zarandaja grano seco,0,1,1,"CASTILLA (PIURA, PIURA)"
Intervención 2023,5,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",1,platano,28,3,2,"SAN JUAN DEL ORO (SANDIA, PUNO) || YANAHUAYA (SANDIA, PUNO)"
Intervención 2023,5,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",2,naranjo,27,4,2,"SAN JUAN DEL ORO (SANDIA, PUNO) || YANAHUAYA (SANDIA, PUNO)"
Intervención 2023,5,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",3,cafe pergamino,26,1,2,"SAN JUAN DEL ORO (SANDIA, PUNO) || YANAHUAYA (SANDIA, PUNO)"
Intervención 2023,5,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",4,mandarina,24,3,2,"SAN JUAN DEL ORO (SANDIA, PUNO) || YANAHUAYA (SANDIA, PUNO)"
Intervención 2023,5,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",5,palto,12,1,2,"SAN JUAN DEL ORO (SANDIA, PUNO) || YANAHUAYA (SANDIA, PUNO)"
Intervención 2023,5,240101,"TUMBES (TUMBES, TUMBES)",1,arroz cascara,123,136,1,"TUMBES (TUMBES, TUMBES)"
Intervención 2023,5,240101,"TUMBES (TUMBES, TUMBES)",2,platano,55,33,1,"TUMBES (TUMBES, TUMBES)"
Intervención 2023,5,240101,"TUMBES (TUMBES, TUMBES)",3,mango,33,15,1,"TUMBES (TUMBES, TUMBES)"
Intervención 2023,5,240101,"TUMBES (TUMBES, TUMBES)",4,maiz choclo,14,0,1,"TUMBES (TUMBES, TUMBES)"
Intervención 2023,5,240101,"TUMBES (TUMBES, TUMBES)",5,naranjo,10,1,1,"TUMBES (TUMBES, TUMBES)"
Intervención 2024,5,040501,"CHIVAY (CAYLLOMA, AREQUIPA)",1,alfalfa,67,15,3,"CHIVAY (CAYLLOMA, AREQUIPA) || CALLALLI (CAYLLOMA, AREQUIPA) || COPORAQUE (CAYLLOMA, AREQUIPA)"
Intervención 2024,5,040501,"CHIVAY (CAYLLOMA, AREQUIPA)",2,maiz amilaceo,19,28,3,"CHIVAY (CAYLLOMA, AREQUIPA) || CALLALLI (CAYLLOMA, AREQUIPA) || COPORAQUE (CAYLLOMA, AREQUIPA)"
Intervención 2024,5,040501,"CHIVAY (CAYLLOMA, AREQUIPA)",3,cebada forrajera,13,0,3,"CHIVAY (CAYLLOMA, AREQUIPA) || CALLALLI (CAYLLOMA, AREQUIPA) || COPORAQUE (CAYLLOMA, AREQUIPA)"
Intervención 2024,5,040501,"CHIVAY (CAYLLOMA, AREQUIPA)",4,avena forrajera,11,0,3,"CHIVAY (CAYLLOMA, AREQUIPA) || CALLALLI (CAYLLOMA, AREQUIPA) || COPORAQUE (CAYLLOMA, AREQUIPA)"
Intervención 2024,5,040501,"CHIVAY (CAYLLOMA, AREQUIPA)",5,haba grano verde,7,5,3,"CHIVAY (CAYLLOMA, AREQUIPA) || CALLALLI (CAYLLOMA, AREQUIPA) || COPORAQUE (CAYLLOMA, AREQUIPA)"
Intervención 2024,5,080101,"CUSCO (CUSCO, CUSCO)",1,papa blanca,29,18,6,"CUSCO (CUSCO, CUSCO) || POROY (CUSCO, CUSCO) || SAN SEBASTIAN (CUSCO, CUSCO) || SANTIAGO (CUSCO, CUSCO) || WANCHAQ (CUSCO, CUSCO) || CACHIMAYO (ANTA, CUSCO)"
Intervención 2024,5,080101,"CUSCO (CUSCO, CUSCO)",2,alfalfa,27,9,6,"CUSCO (CUSCO, CUSCO) || POROY (CUSCO, CUSCO) || SAN SEBASTIAN (CUSCO, CUSCO) || SANTIAGO (CUSCO, CUSCO) || WANCHAQ (CUSCO, CUSCO) || CACHIMAYO (ANTA, CUSCO)"
Intervención 2024,5,080101,"CUSCO (CUSCO, CUSCO)",3,rye grass,25,9,6,"CUSCO (CUSCO, CUSCO) || POROY (CUSCO, CUSCO) || SAN SEBASTIAN (CUSCO, CUSCO) || SANTIAGO (CUSCO, CUSCO) || WANCHAQ (CUSCO, CUSCO) || CACHIMAYO (ANTA, CUSCO)"
Intervención 2024,5,080101,"CUSCO (CUSCO, CUSCO)",4,haba grano seco,19,15,6,"CUSCO (CUSCO, CUSCO) || POROY (CUSCO, CUSCO) || SAN SEBASTIAN (CUSCO, CUSCO) || SANTIAGO (CUSCO, CUSCO) || WANCHAQ (CUSCO, CUSCO) || CACHIMAYO (ANTA, CUSCO)"
Intervención 2024,5,080101,"CUSCO (CUSCO, CUSCO)",5,maiz amilaceo,18,7,6,"CUSCO (CUSCO, CUSCO) || POROY (CUSCO, CUSCO) || SAN SEBASTIAN (CUSCO, CUSCO) || SANTIAGO (CUSCO, CUSCO) || WANCHAQ (CUSCO, CUSCO) || CACHIMAYO (ANTA, CUSCO)"
Intervención 2024,5,080708,"VELILLE (CHUMBIVILCAS, CUSCO)",1,avena forrajera,8,4,1,"VELILLE (CHUMBIVILCAS, CUSCO)"
Intervención 2024,5,080708,"VELILLE (CHUMBIVILCAS, CUSCO)",2,pasto natural manejado,8,1,1,"VELILLE (CHUMBIVILCAS, CUSCO)"
Intervención 2024,5,080708,"VELILLE (CHUMBIVILCAS, CUSCO)",3,rye grass,7,3,1,"VELILLE (CHUMBIVILCAS, CUSCO)"
Intervención 2024,5,080708,"VELILLE (CHUMBIVILCAS, CUSCO)",4,papa nativa,5,5,1,"VELILLE (CHUMBIVILCAS, CUSCO)"
Intervención 2024,5,080708,"VELILLE (CHUMBIVILCAS, CUSCO)",5,papa amarga,4,0,1,"VELILLE (CHUMBIVILCAS, CUSCO)"
Intervención 2024,5,080902,"ECHARATE (LA CONVENCION, CUSCO)",1,maiz amarillo duro,8,9,1,"ECHARATE (LA CONVENCION, CUSCO)"
Intervención 2024,5,080902,"ECHARATE (LA CONVENCION, CUSCO)",2,cafe pergamino,7,28,1,"ECHARATE (LA CONVENCION, CUSCO)"
Intervención 2024,5,080902,"ECHARATE (LA CONVENCION, CUSCO)",3,achiote,6,15,1,"ECHARATE (LA CONVENCION, CUSCO)"
Intervención 2024,5,080902,"ECHARATE (LA CONVENCION, CUSCO)",4,platano,6,35,1,"ECHARATE (LA CONVENCION, CUSCO)"
Intervención 2024,5,080902,"ECHARATE (LA CONVENCION, CUSCO)",5,coca,5,0,1,"ECHARATE (LA CONVENCION, CUSCO)"
Intervención 2024,5,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",1,papa color,3,3,1,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)"
Intervención 2024,5,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",2,avena forrajera,2,3,1,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)"
Intervención 2024,5,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",3,cebada grano,2,2,1,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)"
Intervención 2024,5,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",4,pasto natural manejado,2,0,1,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)"
Intervención 2024,5,090101,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)",5,rye grass,2,2,1,"HUANCAVELICA (HUANCAVELICA, HUANCAVELICA)"
Intervención 2024,5,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",1,maiz amilaceo,31,96,8,"EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN)"
Intervención 2024,5,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",2,alfalfa,27,48,8,"EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN)"
Intervención 2024,5,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",3,papa blanca,12,27,8,"EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN)"
Intervención 2024,5,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",4,cebada grano,11,6,8,"EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN)"
Intervención 2024,5,120129,"SAN AGUSTIN (HUANCAYO, JUNIN)",5,maiz choclo,10,46,8,"EL TAMBO (HUANCAYO, JUNIN) || HUALHUAS (HUANCAYO, JUNIN) || PILCOMAYO (HUANCAYO, JUNIN) || SAN AGUSTIN (HUANCAYO, JUNIN) || SAN JERONIMO DE TUNAN (HUANCAYO, JUNIN) || SAÑO (HUANCAYO, JUNIN) || SICAYA (HUANCAYO, JUNIN) || ORCOTUNA (CONCEPCION, JUNIN)"
Intervención 2024,5,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",1,camote,21,56,7,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,5,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",2,arroz cascara,20,28,7,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,5,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",3,maiz chala,6,1,7,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,5,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",4,maiz choclo,6,22,7,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,5,140113,"REQUE (CHICLAYO, LAMBAYEQUE)",5,platano,5,12,7,"CHICLAYO (CHICLAYO, LAMBAYEQUE) || ETEN (CHICLAYO, LAMBAYEQUE) || LA VICTORIA (CHICLAYO, LAMBAYEQUE) || MONSEFU (CHICLAYO, LAMBAYEQUE) || REQUE (CHICLAYO, LAMBAYEQUE) || SAÑA (CHICLAYO, LAMBAYEQUE) || POMALCA (CHICLAYO, LAMBAYEQUE)"
Intervención 2024,5,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",1,alfalfa,199,330,3,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,5,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",2,palto,170,235,3,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,5,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",3,pacae,90,154,3,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA)"
Intervención 2024,5,180104,"SAMEGUA (MARISCAL NIETO, MOQUEGUA)",4,manzano,86,124,3,"MOQUEGUA (MARISCAL NIETO, MOQUEGUA) || SAMEGUA (MARISCAL NIETO, MOQUEGUA) || TORATA (MARISCAL NIETO, MOQUEGUA)"
